sampling_region,AdultMale,YearlingMale,FawnMale,AdultFemale,YearlingFemale,FawnFemale,AdultMaleCWD,YearlingMaleCWD,FawnMaleCWD,AdultFemaleCWD,YearlingFemaleCWD,FawnFemaleCWD,TotalCWD,CWD_distribution,sampling,AdultMaleHarvest,AdultMaleTested,YearlingMaleHarvest,YearlingMaleTested,FawnMaleHarvest,FawnMaleTested,AdultFemaleHarvest,AdultFemaleTested,YearlingFemaleHarvest,YearlingFemaleTested,FawnFemaleHarvest,FawnFemaleTested,CWDhuntedDeer,CWDtestedDeer,DetProb,ObsPrev
Franklin County,4305,3099,4458,6448,3256,4234,55,0,0,60,0,0,115,clustered_dist,non-random_sampling,1687,844,757,0,203,0,1237,620,488,0,75,0,33,10,1,0.007
Franklin County,4305,3099,4458,6448,3256,4234,59,0,0,52,0,0,111,clustered_dist,non-random_sampling,1694,846,759,0,202,0,1229,617,488,0,76,0,42,10,1,0.007
Franklin County,4305,3099,4458,6448,3256,4234,56,0,0,52,0,0,108,clustered_dist,non-random_sampling,1687,843,761,0,196,0,1233,616,488,0,75,0,31,0,0,0
Franklin County,4305,3099,4458,6448,3256,4234,56,0,0,56,0,0,112,clustered_dist,non-random_sampling,1683,841,758,0,202,0,1232,613,488,0,74,0,35,35,1,0.024
Franklin County,4305,3099,4458,6448,3256,4234,61,0,0,58,0,0,119,clustered_dist,non-random_sampling,1684,836,758,0,202,0,1244,620,488,0,75,0,24,24,1,0.016
Franklin County,4305,3099,4458,6448,3256,4234,46,0,0,62,0,0,108,clustered_dist,non-random_sampling,1687,848,762,0,200,0,1240,620,488,0,76,0,31,13,1,0.009
Franklin County,4305,3099,4458,6448,3256,4234,53,0,0,49,0,0,102,clustered_dist,non-random_sampling,1695,846,759,0,198,0,1245,624,488,0,75,0,36,0,0,0
Franklin County,4305,3099,4458,6448,3256,4234,49,0,0,50,0,0,99,clustered_dist,non-random_sampling,1693,847,762,0,204,0,1229,606,488,0,74,0,32,5,1,0.003
Franklin County,4305,3099,4458,6448,3256,4234,52,0,0,58,0,0,110,clustered_dist,non-random_sampling,1675,837,761,0,202,0,1249,625,488,0,74,0,25,25,1,0.017
Franklin County,4305,3099,4458,6448,3256,4234,54,0,0,58,0,0,112,clustered_dist,non-random_sampling,1689,842,765,0,205,0,1241,620,488,0,75,0,42,42,1,0.029
Franklin County,4305,3099,4458,6448,3256,4234,59,0,0,58,0,0,117,clustered_dist,non-random_sampling,1680,840,756,0,202,0,1240,624,488,0,72,0,46,0,0,0
Franklin County,4305,3099,4458,6448,3256,4234,56,0,0,50,0,0,106,clustered_dist,non-random_sampling,1690,842,761,0,192,0,1245,619,488,0,75,0,34,8,1,0.005
Franklin County,4305,3099,4458,6448,3256,4234,48,0,0,54,0,0,102,clustered_dist,non-random_sampling,1676,836,763,0,206,0,1237,619,488,0,77,0,25,25,1,0.017
Franklin County,4305,3099,4458,6448,3256,4234,55,0,0,58,0,0,113,clustered_dist,non-random_sampling,1688,842,761,0,201,0,1246,623,488,0,79,0,29,6,1,0.004
Franklin County,4305,3099,4458,6448,3256,4234,56,0,0,59,0,0,115,clustered_dist,non-random_sampling,1689,846,757,0,203,0,1238,621,488,0,77,0,20,20,1,0.014
