sampling_region,AdultMale,YearlingMale,FawnMale,AdultFemale,YearlingFemale,FawnFemale,AdultMaleCWD,YearlingMaleCWD,FawnMaleCWD,AdultFemaleCWD,YearlingFemaleCWD,FawnFemaleCWD,TotalCWD,CWD_distribution,sampling,AdultMaleHarvest,AdultMaleTested,YearlingMaleHarvest,YearlingMaleTested,FawnMaleHarvest,FawnMaleTested,AdultFemaleHarvest,AdultFemaleTested,YearlingFemaleHarvest,YearlingFemaleTested,FawnFemaleHarvest,FawnFemaleTested,CWDhuntedDeer,CWDtestedDeer,DetProb,ObsPrev
Franklin County,4305,3099,4458,6448,3256,4234,56,0,0,51,0,0,107,clustered_dist,non-random_sampling,1681,839,761,0,202,0,1238,621,488,0,72,0,23,12,1,0.008
Franklin County,4305,3099,4458,6448,3256,4234,47,0,0,59,0,0,106,clustered_dist,non-random_sampling,1693,846,756,0,203,0,1239,619,488,0,74,0,23,15,1,0.01
Franklin County,4305,3099,4458,6448,3256,4234,53,0,0,62,0,0,115,clustered_dist,non-random_sampling,1682,845,761,0,210,0,1244,626,488,0,75,0,22,0,0,0
Franklin County,4305,3099,4458,6448,3256,4234,62,0,0,53,0,0,115,clustered_dist,non-random_sampling,1692,845,756,0,199,0,1238,617,488,0,75,0,17,3,1,0.002
Franklin County,4305,3099,4458,6448,3256,4234,70,0,0,50,0,0,120,clustered_dist,non-random_sampling,1692,847,764,0,203,0,1238,619,488,0,76,0,46,45,1,0.031
Franklin County,4305,3099,4458,6448,3256,4234,52,0,0,57,0,0,109,clustered_dist,non-random_sampling,1684,841,762,0,210,0,1245,624,488,0,73,0,30,1,1,0.001
Franklin County,4305,3099,4458,6448,3256,4234,55,0,0,55,0,0,110,clustered_dist,non-random_sampling,1689,846,755,0,197,0,1237,619,488,0,72,0,21,1,1,0.001
Franklin County,4305,3099,4458,6448,3256,4234,53,0,0,54,0,0,107,clustered_dist,non-random_sampling,1686,840,758,0,205,0,1240,620,488,0,77,0,31,31,1,0.021
Franklin County,4305,3099,4458,6448,3256,4234,56,0,0,50,0,0,106,clustered_dist,non-random_sampling,1685,845,756,0,193,0,1240,623,488,0,70,0,20,9,1,0.006
Franklin County,4305,3099,4458,6448,3256,4234,50,0,0,53,0,0,103,clustered_dist,non-random_sampling,1686,844,754,0,198,0,1237,617,488,0,77,0,27,1,1,0.001
Franklin County,4305,3099,4458,6448,3256,4234,58,0,0,53,0,0,111,clustered_dist,non-random_sampling,1687,844,755,0,198,0,1237,620,488,0,77,0,44,1,1,0.001
Franklin County,4305,3099,4458,6448,3256,4234,50,0,0,60,0,0,110,clustered_dist,non-random_sampling,1688,844,760,0,201,0,1236,617,488,0,75,0,20,0,0,0
Franklin County,4305,3099,4458,6448,3256,4234,54,0,0,53,0,0,107,clustered_dist,non-random_sampling,1686,839,754,0,204,0,1241,621,488,0,78,0,22,0,0,0
Franklin County,4305,3099,4458,6448,3256,4234,55,0,0,53,0,0,108,clustered_dist,non-random_sampling,1690,847,759,0,196,0,1237,620,488,0,77,0,26,3,1,0.002
Franklin County,4305,3099,4458,6448,3256,4234,62,0,0,62,0,0,124,clustered_dist,non-random_sampling,1692,847,756,0,199,0,1237,621,488,0,75,0,41,41,1,0.028
Franklin County,4305,3099,4458,6448,3256,4234,63,0,0,60,0,0,123,clustered_dist,non-random_sampling,1689,844,754,0,203,0,1247,623,488,0,79,0,45,13,1,0.009
Franklin County,4305,3099,4458,6448,3256,4234,53,0,0,58,0,0,111,clustered_dist,non-random_sampling,1685,840,760,0,201,0,1252,625,488,0,79,0,29,27,1,0.018
Franklin County,4305,3099,4458,6448,3256,4234,58,0,0,54,0,0,112,clustered_dist,non-random_sampling,1689,845,761,0,205,0,1243,620,488,0,74,0,35,33,1,0.023
Franklin County,4305,3099,4458,6448,3256,4234,66,0,0,46,0,0,112,clustered_dist,non-random_sampling,1679,839,757,0,200,0,1241,621,488,0,77,0,27,22,1,0.015
Franklin County,4305,3099,4458,6448,3256,4234,60,0,0,59,0,0,119,clustered_dist,non-random_sampling,1693,847,764,0,204,0,1246,626,488,0,74,0,22,13,1,0.009
Franklin County,4305,3099,4458,6448,3256,4234,54,0,0,54,0,0,108,clustered_dist,non-random_sampling,1689,845,759,0,200,0,1236,617,488,0,75,0,23,2,1,0.001
Franklin County,4305,3099,4458,6448,3256,4234,55,0,0,60,0,0,115,clustered_dist,non-random_sampling,1690,844,760,0,201,0,1234,613,488,0,79,0,40,35,1,0.024
Franklin County,4305,3099,4458,6448,3256,4234,50,0,0,57,0,0,107,clustered_dist,non-random_sampling,1686,841,759,0,202,0,1229,614,488,0,74,0,42,20,1,0.014
Franklin County,4305,3099,4458,6448,3256,4234,58,0,0,55,0,0,113,clustered_dist,non-random_sampling,1688,846,760,0,203,0,1243,617,488,0,75,0,31,0,0,0
Franklin County,4305,3099,4458,6448,3256,4234,52,0,0,49,0,0,101,clustered_dist,non-random_sampling,1688,844,759,0,203,0,1240,623,488,0,78,0,43,4,1,0.003
Franklin County,4305,3099,4458,6448,3256,4234,56,0,0,62,0,0,118,clustered_dist,non-random_sampling,1685,845,763,0,200,0,1233,613,488,0,77,0,33,21,1,0.014
Franklin County,4305,3099,4458,6448,3256,4234,59,0,0,51,0,0,110,clustered_dist,non-random_sampling,1688,841,756,0,204,0,1239,620,488,0,76,0,41,0,0,0
Franklin County,4305,3099,4458,6448,3256,4234,53,0,0,57,0,0,110,clustered_dist,non-random_sampling,1689,845,761,0,198,0,1234,620,488,0,77,0,17,0,0,0
Franklin County,4305,3099,4458,6448,3256,4234,59,0,0,50,0,0,109,clustered_dist,non-random_sampling,1692,846,761,0,203,0,1232,621,488,0,76,0,27,3,1,0.002
Franklin County,4305,3099,4458,6448,3256,4234,54,0,0,55,0,0,109,clustered_dist,non-random_sampling,1693,846,762,0,194,0,1238,619,488,0,75,0,28,17,1,0.012
Franklin County,4305,3099,4458,6448,3256,4234,56,0,0,57,0,0,113,clustered_dist,non-random_sampling,1690,842,761,0,201,0,1242,623,488,0,77,0,29,29,1,0.02
Franklin County,4305,3099,4458,6448,3256,4234,51,0,0,54,0,0,105,clustered_dist,non-random_sampling,1692,849,758,0,199,0,1232,620,488,0,74,0,26,1,1,0.001
Franklin County,4305,3099,4458,6448,3256,4234,51,0,0,60,0,0,111,clustered_dist,non-random_sampling,1686,841,760,0,200,0,1231,613,488,0,77,0,31,0,0,0
Franklin County,4305,3099,4458,6448,3256,4234,56,0,0,47,0,0,103,clustered_dist,non-random_sampling,1688,845,760,0,202,0,1236,618,488,0,75,0,18,5,1,0.003
Franklin County,4305,3099,4458,6448,3256,4234,58,0,0,56,0,0,114,clustered_dist,non-random_sampling,1684,841,762,0,205,0,1243,620,488,0,75,0,31,8,1,0.005
Franklin County,4305,3099,4458,6448,3256,4234,56,0,0,54,0,0,110,clustered_dist,non-random_sampling,1682,844,757,0,199,0,1236,615,488,0,78,0,34,0,0,0
Franklin County,4305,3099,4458,6448,3256,4234,64,0,0,65,0,0,129,clustered_dist,non-random_sampling,1684,841,759,0,205,0,1238,618,488,0,76,0,34,34,1,0.023
Franklin County,4305,3099,4458,6448,3256,4234,55,0,0,55,0,0,110,clustered_dist,non-random_sampling,1687,841,754,0,199,0,1226,617,488,0,77,0,39,4,1,0.003
Franklin County,4305,3099,4458,6448,3256,4234,59,0,0,63,0,0,122,clustered_dist,non-random_sampling,1693,847,764,0,192,0,1247,622,488,0,73,0,49,1,1,0.001
Franklin County,4305,3099,4458,6448,3256,4234,59,0,0,44,0,0,103,clustered_dist,non-random_sampling,1693,848,760,0,196,0,1244,624,488,0,75,0,32,32,1,0.022
