sampling_region,AdultMale,YearlingMale,FawnMale,AdultFemale,YearlingFemale,FawnFemale,AdultMaleCWD,YearlingMaleCWD,FawnMaleCWD,AdultFemaleCWD,YearlingFemaleCWD,FawnFemaleCWD,TotalCWD,CWD_distribution,sampling,AdultMaleHarvest,AdultMaleTested,YearlingMaleHarvest,YearlingMaleTested,FawnMaleHarvest,FawnMaleTested,AdultFemaleHarvest,AdultFemaleTested,YearlingFemaleHarvest,YearlingFemaleTested,FawnFemaleHarvest,FawnFemaleTested,CWDhuntedDeer,CWDtestedDeer,DetProb,ObsPrev
Franklin County,4305,3099,4458,6448,3256,4234,215,0,0,0,0,0,215,random_dist,random_sampling,1672,43,750,0,216,0,1257,0,496,0,69,0,79,1,1,0.023
Franklin County,4305,3099,4458,6448,3256,4234,215,0,0,0,0,0,215,random_dist,random_sampling,1737,43,742,0,220,0,1256,0,482,0,84,0,79,2,1,0.047
Franklin County,4305,3099,4458,6448,3256,4234,215,0,0,0,0,0,215,random_dist,random_sampling,1672,43,802,0,235,0,1281,0,464,0,89,0,79,1,1,0.023
Franklin County,4305,3099,4458,6448,3256,4234,215,0,0,0,0,0,215,random_dist,random_sampling,1694,43,766,0,216,0,1208,0,492,0,86,0,81,4,1,0.093
Franklin County,4305,3099,4458,6448,3256,4234,215,0,0,0,0,0,215,random_dist,random_sampling,1694,43,765,0,214,0,1288,0,500,0,93,0,92,3,1,0.07
Franklin County,4305,3099,4458,6448,3256,4234,215,0,0,0,0,0,215,random_dist,random_sampling,1743,43,799,0,256,0,1270,0,494,0,87,0,106,2,1,0.047
Franklin County,4305,3099,4458,6448,3256,4234,215,0,0,0,0,0,215,random_dist,random_sampling,1709,43,833,0,202,0,1280,0,468,0,78,0,84,4,1,0.093
Franklin County,4305,3099,4458,6448,3256,4234,215,0,0,0,0,0,215,random_dist,random_sampling,1702,43,771,0,195,0,1295,0,480,0,82,0,89,1,1,0.023
Franklin County,4305,3099,4458,6448,3256,4234,215,0,0,0,0,0,215,random_dist,random_sampling,1734,43,800,0,235,0,1283,0,483,0,82,0,81,1,1,0.023
Franklin County,4305,3099,4458,6448,3256,4234,215,0,0,0,0,0,215,random_dist,random_sampling,1669,43,798,0,214,0,1282,0,494,0,67,0,87,5,1,0.116
Franklin County,4305,3099,4458,6448,3256,4234,215,0,0,0,0,0,215,random_dist,random_sampling,1656,43,756,0,244,0,1275,0,494,0,81,0,72,0,0,0
Franklin County,4305,3099,4458,6448,3256,4234,215,0,0,0,0,0,215,random_dist,random_sampling,1700,43,777,0,216,0,1313,0,483,0,83,0,90,6,1,0.14
Franklin County,4305,3099,4458,6448,3256,4234,215,0,0,0,0,0,215,random_dist,random_sampling,1752,43,774,0,221,0,1185,0,498,0,74,0,93,1,1,0.023
Franklin County,4305,3099,4458,6448,3256,4234,215,0,0,0,0,0,215,random_dist,random_sampling,1747,43,770,0,218,0,1200,0,518,0,82,0,80,0,0,0
Franklin County,4305,3099,4458,6448,3256,4234,215,0,0,0,0,0,215,random_dist,random_sampling,1661,43,762,0,193,0,1299,0,505,0,109,0,91,2,1,0.047
Franklin County,4305,3099,4458,6448,3256,4234,215,0,0,0,0,0,215,random_dist,random_sampling,1743,43,790,0,200,0,1235,0,518,0,86,0,90,3,1,0.07
Franklin County,4305,3099,4458,6448,3256,4234,215,0,0,0,0,0,215,random_dist,random_sampling,1667,43,754,0,241,0,1263,0,498,0,68,0,76,2,1,0.047
Franklin County,4305,3099,4458,6448,3256,4234,215,0,0,0,0,0,215,random_dist,random_sampling,1708,43,791,0,198,0,1299,0,465,0,85,0,90,3,1,0.07
Franklin County,4305,3099,4458,6448,3256,4234,215,0,0,0,0,0,215,random_dist,random_sampling,1702,43,826,0,248,0,1266,0,501,0,69,0,73,5,1,0.116
Franklin County,4305,3099,4458,6448,3256,4234,215,0,0,0,0,0,215,random_dist,random_sampling,1700,43,749,0,202,0,1302,0,500,0,69,0,89,1,1,0.023
Franklin County,4305,3099,4458,6448,3256,4234,215,0,0,0,0,0,215,random_dist,random_sampling,1722,43,777,0,216,0,1204,0,491,0,92,0,90,0,0,0
Franklin County,4305,3099,4458,6448,3256,4234,215,0,0,0,0,0,215,random_dist,random_sampling,1675,43,741,0,250,0,1282,0,523,0,74,0,82,2,1,0.047
Franklin County,4305,3099,4458,6448,3256,4234,215,0,0,0,0,0,215,random_dist,random_sampling,1690,43,777,0,221,0,1290,0,499,0,81,0,86,3,1,0.07
Franklin County,4305,3099,4458,6448,3256,4234,215,0,0,0,0,0,215,random_dist,random_sampling,1691,43,794,0,189,0,1296,0,466,0,75,0,83,1,1,0.023
Franklin County,4305,3099,4458,6448,3256,4234,215,0,0,0,0,0,215,random_dist,random_sampling,1670,43,766,0,233,0,1316,0,521,0,93,0,96,1,1,0.023
Franklin County,4305,3099,4458,6448,3256,4234,215,0,0,0,0,0,215,random_dist,random_sampling,1712,43,750,0,205,0,1277,0,464,0,92,0,65,1,1,0.023
Franklin County,4305,3099,4458,6448,3256,4234,215,0,0,0,0,0,215,random_dist,random_sampling,1707,43,780,0,215,0,1275,0,482,0,95,0,70,0,0,0
Franklin County,4305,3099,4458,6448,3256,4234,215,0,0,0,0,0,215,random_dist,random_sampling,1666,43,707,0,222,0,1259,0,504,0,70,0,77,3,1,0.07
Franklin County,4305,3099,4458,6448,3256,4234,215,0,0,0,0,0,215,random_dist,random_sampling,1750,43,764,0,209,0,1257,0,490,0,82,0,82,2,1,0.047
