sampling_region,AdultMale,YearlingMale,FawnMale,AdultFemale,YearlingFemale,FawnFemale,AdultMaleCWD,YearlingMaleCWD,FawnMaleCWD,AdultFemaleCWD,YearlingFemaleCWD,FawnFemaleCWD,TotalCWD,CWD_distribution,sampling,AdultMaleHarvest,AdultMaleTested,YearlingMaleHarvest,YearlingMaleTested,FawnMaleHarvest,FawnMaleTested,AdultFemaleHarvest,AdultFemaleTested,YearlingFemaleHarvest,YearlingFemaleTested,FawnFemaleHarvest,FawnFemaleTested,CWDhuntedDeer,CWDtestedDeer,DetProb,ObsPrev
Franklin County,4305,3099,4458,6448,3256,4234,53,0,0,49,0,0,102,clustered_dist,non-random_sampling,1686,844,761,0,195,0,1237,617,488,0,77,0,20,9,1,0.006
Franklin County,4305,3099,4458,6448,3256,4234,62,0,0,53,0,0,115,clustered_dist,non-random_sampling,1691,847,756,0,205,0,1236,623,488,0,76,0,38,0,0,0
Franklin County,4305,3099,4458,6448,3256,4234,59,0,0,61,0,0,120,clustered_dist,non-random_sampling,1683,840,761,0,202,0,1243,624,488,0,78,0,40,0,0,0
Franklin County,4305,3099,4458,6448,3256,4234,59,0,0,56,0,0,115,clustered_dist,non-random_sampling,1681,839,757,0,203,0,1241,618,488,0,75,0,37,34,1,0.023
Franklin County,4305,3099,4458,6448,3256,4234,56,0,0,49,0,0,105,clustered_dist,non-random_sampling,1690,845,762,0,200,0,1243,624,488,0,77,0,35,35,1,0.024
Franklin County,4305,3099,4458,6448,3256,4234,51,0,0,50,0,0,101,clustered_dist,non-random_sampling,1692,846,757,0,200,0,1243,626,488,0,73,0,30,14,1,0.01
Franklin County,4305,3099,4458,6448,3256,4234,49,0,0,57,0,0,106,clustered_dist,non-random_sampling,1692,846,758,0,205,0,1240,619,488,0,77,0,24,0,0,0
Franklin County,4305,3099,4458,6448,3256,4234,60,0,0,60,0,0,120,clustered_dist,non-random_sampling,1687,844,758,0,202,0,1243,622,488,0,79,0,37,0,0,0
Franklin County,4305,3099,4458,6448,3256,4234,52,0,0,62,0,0,114,clustered_dist,non-random_sampling,1688,845,763,0,199,0,1235,617,488,0,78,0,28,21,1,0.014
Franklin County,4305,3099,4458,6448,3256,4234,60,0,0,53,0,0,113,clustered_dist,non-random_sampling,1683,841,764,0,202,0,1239,622,488,0,78,0,36,36,1,0.025
Franklin County,4305,3099,4458,6448,3256,4234,48,0,0,39,0,0,87,clustered_dist,non-random_sampling,1684,844,762,0,199,0,1237,615,488,0,77,0,15,0,0,0
Franklin County,4305,3099,4458,6448,3256,4234,49,0,0,62,0,0,111,clustered_dist,non-random_sampling,1692,846,759,0,203,0,1238,612,488,0,75,0,25,1,1,0.001
Franklin County,4305,3099,4458,6448,3256,4234,54,0,0,54,0,0,108,clustered_dist,non-random_sampling,1686,842,758,0,200,0,1240,618,488,0,73,0,26,4,1,0.003
Franklin County,4305,3099,4458,6448,3256,4234,54,0,0,53,0,0,107,clustered_dist,non-random_sampling,1687,843,764,0,199,0,1237,620,488,0,73,0,43,13,1,0.009
Franklin County,4305,3099,4458,6448,3256,4234,53,0,0,61,0,0,114,clustered_dist,non-random_sampling,1685,841,758,0,203,0,1239,618,488,0,78,0,37,15,1,0.01
Franklin County,4305,3099,4458,6448,3256,4234,48,0,0,46,0,0,94,clustered_dist,non-random_sampling,1688,843,762,0,202,0,1240,622,488,0,77,0,33,17,1,0.012
Franklin County,4305,3099,4458,6448,3256,4234,62,0,0,60,0,0,122,clustered_dist,non-random_sampling,1687,845,759,0,202,0,1240,619,488,0,74,0,25,25,1,0.017
Franklin County,4305,3099,4458,6448,3256,4234,51,0,0,52,0,0,103,clustered_dist,non-random_sampling,1687,844,759,0,198,0,1235,620,488,0,76,0,37,24,1,0.016
Franklin County,4305,3099,4458,6448,3256,4234,53,0,0,56,0,0,109,clustered_dist,non-random_sampling,1689,844,759,0,198,0,1245,622,488,0,75,0,24,12,1,0.008
Franklin County,4305,3099,4458,6448,3256,4234,50,0,0,58,0,0,108,clustered_dist,non-random_sampling,1693,845,754,0,204,0,1248,619,488,0,78,0,27,27,1,0.018
Franklin County,4305,3099,4458,6448,3256,4234,57,0,0,58,0,0,115,clustered_dist,non-random_sampling,1682,841,756,0,203,0,1241,619,488,0,78,0,26,0,0,0
Franklin County,4305,3099,4458,6448,3256,4234,56,0,0,52,0,0,108,clustered_dist,non-random_sampling,1697,845,759,0,203,0,1249,624,488,0,77,0,36,2,1,0.001
