sampling_region,AdultMale,YearlingMale,FawnMale,AdultFemale,YearlingFemale,FawnFemale,AdultMaleCWD,YearlingMaleCWD,FawnMaleCWD,AdultFemaleCWD,YearlingFemaleCWD,FawnFemaleCWD,TotalCWD,CWD_distribution,sampling,AdultMaleHarvest,AdultMaleTested,YearlingMaleHarvest,YearlingMaleTested,FawnMaleHarvest,FawnMaleTested,AdultFemaleHarvest,AdultFemaleTested,YearlingFemaleHarvest,YearlingFemaleTested,FawnFemaleHarvest,FawnFemaleTested,CWDhuntedDeer,CWDtestedDeer,DetProb,ObsPrev
Franklin County,4305,3099,4458,6448,3256,4234,59,0,0,57,0,0,116,clustered_dist,non-random_sampling,1689,846,760,0,201,0,1234,616,488,0,77,0,33,0,0,0
Franklin County,4305,3099,4458,6448,3256,4234,58,0,0,50,0,0,108,clustered_dist,non-random_sampling,1691,844,760,0,202,0,1235,613,488,0,74,0,36,36,1,0.025
Franklin County,4305,3099,4458,6448,3256,4234,59,0,0,58,0,0,117,clustered_dist,non-random_sampling,1689,846,762,0,200,0,1242,625,488,0,76,0,38,0,0,0
Franklin County,4305,3099,4458,6448,3256,4234,55,0,0,58,0,0,113,clustered_dist,non-random_sampling,1689,843,760,0,202,0,1243,619,488,0,77,0,32,0,0,0
Franklin County,4305,3099,4458,6448,3256,4234,58,0,0,55,0,0,113,clustered_dist,non-random_sampling,1687,845,754,0,204,0,1240,621,488,0,73,0,39,39,1,0.027
Franklin County,4305,3099,4458,6448,3256,4234,52,0,0,57,0,0,109,clustered_dist,non-random_sampling,1685,845,761,0,202,0,1237,622,488,0,78,0,32,6,1,0.004
Franklin County,4305,3099,4458,6448,3256,4234,51,0,0,54,0,0,105,clustered_dist,non-random_sampling,1695,847,762,0,200,0,1242,620,488,0,79,0,42,32,1,0.022
Franklin County,4305,3099,4458,6448,3256,4234,52,0,0,58,0,0,110,clustered_dist,non-random_sampling,1685,841,763,0,206,0,1235,620,488,0,76,0,27,27,1,0.018
Franklin County,4305,3099,4458,6448,3256,4234,55,0,0,55,0,0,110,clustered_dist,non-random_sampling,1687,841,755,0,200,0,1244,624,488,0,77,0,47,0,0,0
Franklin County,4305,3099,4458,6448,3256,4234,55,0,0,54,0,0,109,clustered_dist,non-random_sampling,1692,845,761,0,194,0,1236,616,488,0,77,0,31,27,1,0.018
Franklin County,4305,3099,4458,6448,3256,4234,48,0,0,58,0,0,106,clustered_dist,non-random_sampling,1685,841,759,0,202,0,1248,629,488,0,73,0,22,22,1,0.015
Franklin County,4305,3099,4458,6448,3256,4234,69,0,0,49,0,0,118,clustered_dist,non-random_sampling,1681,845,761,0,201,0,1244,624,488,0,75,0,36,10,1,0.007
Franklin County,4305,3099,4458,6448,3256,4234,48,0,0,56,0,0,104,clustered_dist,non-random_sampling,1691,845,758,0,201,0,1238,623,488,0,77,0,26,23,1,0.016
Franklin County,4305,3099,4458,6448,3256,4234,61,0,0,54,0,0,115,clustered_dist,non-random_sampling,1694,850,754,0,208,0,1245,622,488,0,79,0,32,32,1,0.022
Franklin County,4305,3099,4458,6448,3256,4234,58,0,0,60,0,0,118,clustered_dist,non-random_sampling,1679,846,754,0,198,0,1244,624,488,0,78,0,28,16,1,0.011
Franklin County,4305,3099,4458,6448,3256,4234,59,0,0,59,0,0,118,clustered_dist,non-random_sampling,1696,849,755,0,199,0,1238,621,488,0,77,0,38,38,1,0.026
Franklin County,4305,3099,4458,6448,3256,4234,55,0,0,52,0,0,107,clustered_dist,non-random_sampling,1689,845,758,0,205,0,1234,618,488,0,77,0,29,0,0,0
Franklin County,4305,3099,4458,6448,3256,4234,53,0,0,52,0,0,105,clustered_dist,non-random_sampling,1689,844,756,0,200,0,1239,624,488,0,78,0,48,0,0,0
Franklin County,4305,3099,4458,6448,3256,4234,60,0,0,52,0,0,112,clustered_dist,non-random_sampling,1692,843,760,0,200,0,1241,620,488,0,79,0,34,0,0,0
Franklin County,4305,3099,4458,6448,3256,4234,55,0,0,60,0,0,115,clustered_dist,non-random_sampling,1682,842,759,0,200,0,1243,621,488,0,76,0,25,22,1,0.015
Franklin County,4305,3099,4458,6448,3256,4234,42,0,0,58,0,0,100,clustered_dist,non-random_sampling,1689,844,764,0,203,0,1231,621,488,0,78,0,23,23,1,0.016
Franklin County,4305,3099,4458,6448,3256,4234,50,0,0,54,0,0,104,clustered_dist,non-random_sampling,1691,842,764,0,200,0,1245,620,488,0,77,0,33,2,1,0.001
Franklin County,4305,3099,4458,6448,3256,4234,66,0,0,51,0,0,117,clustered_dist,non-random_sampling,1686,844,761,0,200,0,1237,621,488,0,77,0,26,0,0,0
Franklin County,4305,3099,4458,6448,3256,4234,40,0,0,48,0,0,88,clustered_dist,non-random_sampling,1692,843,756,0,204,0,1241,619,488,0,76,0,25,25,1,0.017
Franklin County,4305,3099,4458,6448,3256,4234,54,0,0,52,0,0,106,clustered_dist,non-random_sampling,1682,839,762,0,198,0,1237,621,488,0,74,0,35,5,1,0.003
Franklin County,4305,3099,4458,6448,3256,4234,51,0,0,45,0,0,96,clustered_dist,non-random_sampling,1690,844,761,0,200,0,1248,622,488,0,75,0,20,3,1,0.002
Franklin County,4305,3099,4458,6448,3256,4234,57,0,0,53,0,0,110,clustered_dist,non-random_sampling,1687,842,759,0,201,0,1243,618,488,0,77,0,36,0,0,0
Franklin County,4305,3099,4458,6448,3256,4234,56,0,0,64,0,0,120,clustered_dist,non-random_sampling,1681,835,762,0,200,0,1247,624,488,0,80,0,30,30,1,0.021
Franklin County,4305,3099,4458,6448,3256,4234,53,0,0,62,0,0,115,clustered_dist,non-random_sampling,1691,845,763,0,204,0,1244,618,488,0,78,0,35,0,0,0
Franklin County,4305,3099,4458,6448,3256,4234,63,0,0,61,0,0,124,clustered_dist,non-random_sampling,1691,850,758,0,205,0,1246,622,488,0,78,0,33,0,0,0
Franklin County,4305,3099,4458,6448,3256,4234,55,0,0,58,0,0,113,clustered_dist,non-random_sampling,1689,844,761,0,204,0,1236,619,488,0,74,0,28,28,1,0.019
Franklin County,4305,3099,4458,6448,3256,4234,51,0,0,61,0,0,112,clustered_dist,non-random_sampling,1690,847,759,0,195,0,1239,619,488,0,76,0,41,0,0,0
Franklin County,4305,3099,4458,6448,3256,4234,53,0,0,56,0,0,109,clustered_dist,non-random_sampling,1689,845,759,0,201,0,1241,622,488,0,77,0,30,30,1,0.02
